,"('one_hot',)","('1mer',)","('2mer',)","('one_hot', '1mer')","('one_hot', '2mer')","('1mer', '2mer')","('one_hot', '1mer', '2mer')"
37,0.04452169689849624,0.04634479807473229,0.03848496921166359,0.04943164160401003,0.053430761302232566,0.055559812254421234,0.05486729175880879
38,0.05133482045033533,0.05176767670989067,0.04424925282574024,0.052152938453725574,0.04383560606060606,0.06138347348161925,0.046325743707093824
39,0.0485352649771371,0.04785743373002762,0.046651853365297306,0.049883500417710946,0.0492531328320802,0.052410678210678206,0.03591104069219395
40,0.04671126554621849,0.04836168653384128,0.0479967731829574,0.04104743378052976,0.042794173881673885,0.052924770465172945,0.042938095238095234
41,0.04754833197618553,0.05127702827556374,0.053795713213515076,0.04175302788284986,0.04279724578826747,0.04375917542126066,0.049133141050088994
42,0.049267226892990054,0.04534521265284423,0.048838565113133524,0.03900368187625928,0.048140048036758566,0.04920855610360086,0.04314536916139453
43,0.051896171097725374,0.05782752983802218,0.04218827846130478,0.042569777077497664,0.044557789415606765,0.052329340689503734,0.04520642857142858
44,0.04703019053631554,0.04713670040520195,0.04990565036603366,0.04695681275211007,0.04837834619996671,0.04796150922334124,0.054827742562249225
45,0.05288573768138952,0.045429037242427334,0.04358511603448675,0.04170545916931366,0.04615833262096185,0.054918395748987846,0.04196700038138826
46,0.056727671629296636,0.06304594785877739,0.04519186109018186,0.04525906995750245,0.03930004615482556,0.04836842497868714,0.045174238345223675
47,0.043135870335374984,0.047137313680621,0.0471053373407993,0.05423196357989838,0.03877385225741414,0.04764676231808753,0.05171694197615251
48,0.045710623642439434,0.046606766384835616,0.042087085921325054,0.0427547227257868,0.05190114962773128,0.04417075738588897,0.05512900533419109
49,0.0442944439935065,0.043423627580149324,0.042168160709259786,0.054190856196435155,0.04424213374344953,0.04701238895599846,0.050513700745848565
50,0.05156085222526012,0.040437724753933195,0.03818103696741855,0.0439672121480171,0.04693245614035088,0.04813682033835655,0.061806787390082586
51,0.052101593080428346,0.053680082402977135,0.038386568242857785,0.04815484639216618,0.032187448400412794,0.05137328866467883,0.05732249624487477
52,0.04832926037012822,0.04843922002387392,0.043118777815116485,0.042159223817118556,0.05307611670422278,0.0515531484962406,0.04796814650262019
53,0.054211699991958504,0.04668321895424837,0.039606526386298226,0.04413970848879737,0.0558592451154236,0.04547610570544007,0.05362345741222778
54,0.04586727670708392,0.056766956884966045,0.0538539391812477,0.05631753928939996,0.041685704874835305,0.04954221672720125,0.045347887488328666
55,0.04536352869055534,0.044533379166790496,0.04112705770107086,0.04717032143930313,0.04829385151452472,0.04258606188852353,0.05726281132260824
56,0.04874071526807797,0.04456104066985646,0.04203837483055076,0.04330768326230014,0.04756323953823954,0.056827020202020205,0.05880309996684341
57,0.050997944625790825,0.048382265151952195,0.04853496096379055,0.04658027824176616,0.04555741235888295,0.0481155108002219,0.05229298703775248
58,0.042986192104965334,0.050030221643681407,0.05401612748448662,0.04695837749842327,0.05006473905351615,0.038298346542947934,0.04603458814147669
59,0.04747561020607073,0.05849894024334649,0.04249940074545338,0.04867191558441559,0.040647590169137486,0.051205088595316084,0.050188218339967575
60,0.04744806415174766,0.04910112957376973,0.04139450179957567,0.04755842074657444,0.04629152108211706,0.05070667891731965,0.060400825928457504
61,0.04726805348165374,0.050589419381787806,0.038753027415424954,0.041931194053708445,0.06002482583464007,0.05610384018759018,0.0537297485641854
62,0.04503574242317412,0.04520737225193108,0.03798171565276828,0.04163571428571429,0.055777546138072454,0.03972821026059686,0.0480916871807318
63,0.04552839839655958,0.05739690903807608,0.048141425339366516,0.053533182789432796,0.044366576231421775,0.050331171679198004,0.046238760090958224
64,0.04951126040591676,0.05240019511791958,0.040135151062574675,0.04919185463659148,0.043594115043042385,0.0669728566723132,0.058084415584415586
65,0.052863910833075,0.05191770620338143,0.04978614214564545,0.055335411183542835,0.03842970779220779,0.04805356617926278,0.05377202257367826
66,0.051688506162972436,0.0421148909076147,0.037859691452338515,0.04425977018633541,0.05572729361281993,0.04930147311666662,0.04778044365447449
67,0.046243830669330674,0.05876252608388306,0.050507067669172935,0.05237512909414512,0.04664693807000646,0.04632974039157998,0.05676771255060729
68,0.04176713830029619,0.05365707017366056,0.04776275042989943,0.042310260906422065,0.04085912170568248,0.045202122337736156,0.049665110264767026
69,0.03826636564673717,0.05553380470279784,0.040846127627252274,0.038646716458979616,0.05366093833067518,0.04312012043982699,0.04428555307706607
70,0.05471407707033996,0.04987857142857143,0.037510210329745934,0.03841128954875759,0.045788310738968635,0.047078542222311566,0.05193091137448724
71,0.04739823984824497,0.04417543717607006,0.04512236775092812,0.04826870635085738,0.05080570024660582,0.04330209234723638,0.05297403978441804
72,0.04342603568301324,0.05177770435811104,0.0371978569588157,0.04537140246449457,0.05406170384182381,0.037092042912442696,0.0547209320856489
73,0.047260514853916746,0.052709138524836475,0.04404769081795397,0.048568424866514116,0.045997443220058984,0.04999395192526772,0.038055568166521864
74,0.04028127497184992,0.04424403283814047,0.04145495388086585,0.04775680287675711,0.04784421426153153,0.05181287928804419,0.043728430265386795
75,0.053580797855824945,0.04965117573345127,0.03998273035602841,0.038639533423924156,0.045188499439717644,0.05465541120470367,0.055902693453777054
76,0.046439768273251324,0.04785204482113211,0.045037826099339255,0.0526693487394958,0.04193310926773455,0.04323364661654135,0.047501027342755284
77,0.056752003372189296,0.04154302670191416,0.044940513372674504,0.04222685312793726,0.04350963425988244,0.05115729078712825,0.04600531853057429
78,0.04483743192571614,0.04796601087699487,0.045103388149518184,0.05023079936006024,0.04613775915203934,0.05621010599694424,0.052816048722519306
79,0.04442299259512418,0.048427599016480596,0.03857308190140351,0.05031704120581039,0.03305464561582209,0.043669402464543136,0.046711399199579985
80,0.051248894473259796,0.04827174076859786,0.03904620558749816,0.04271201097663947,0.0434075590368362,0.05213318199344515,0.04935892284186402
81,0.04134041050561639,0.04620694289198933,0.04065049445865303,0.050250925039872406,0.05867250826341215,0.04916123619737751,0.05296923747114822
82,0.04701945028732317,0.04613903449334799,0.03292507262474368,0.04563681667937962,0.04946916483984899,0.04929138786694902,0.040012512547838636
83,0.04454565860516595,0.04572724715085397,0.0345859977192458,0.04468948381377376,0.0498449888871019,0.04766226841613839,0.046991515349638927
84,0.05197335647404998,0.04888222248541606,0.05510684749855147,0.04123440676110955,0.057412035057806496,0.046334518361120194,0.059329400312375144
85,0.047190222494718985,0.05925617205893522,0.045967098965444306,0.05862257693393563,0.049616869373746306,0.05891866005371441,0.04661474329763804
86,0.04961515441790752,0.04948974242163887,0.053339801898140006,0.041756823482581494,0.05193240976700645,0.05386316976152503,0.050184525171624715
87,0.05427787479424815,0.0462910938163144,0.048449657188425616,0.040517380183825835,0.04215647376210037,0.04386766934046347,0.04571633937785641
88,0.04762509382868718,0.0545613679635227,0.04660162178998221,0.05372261375538358,0.054012600795466936,0.06330265559732665,0.048131224427223215
89,0.043903358815971086,0.046247315313685276,0.043813119755911525,0.05223238958436159,0.041911113056333646,0.055004935243634936,0.04658498241020283
90,0.04744462304751779,0.043772037612146306,0.03708773524720894,0.045407498285355334,0.045239801207564365,0.0500744898932113,0.04710931329270145
91,0.0480404349818979,0.047401907956164925,0.031137087021203325,0.04405624389385461,0.04392773921769665,0.052088051116709076,0.04972038087643351
92,0.04826528764392866,0.04979353706502364,0.036324294431731505,0.03643606145488498,0.05749811778610405,0.040658125237335765,0.05128997112880239
93,0.04647742198954334,0.04759722450064555,0.03600170985060691,0.05690124058013748,0.04637331491661971,0.05162396315228124,0.04468990014562097
94,0.051363365333623914,0.05527175894281157,0.04833811003667814,0.05222110721880459,0.05405203497875122,0.048303976892990055,0.049593970470963505
95,0.046612896855843786,0.04227853840794345,0.030018208020050126,0.04570642414860682,0.04499371065209301,0.035942668837870076,0.04918426625590948
96,0.04587826451750291,0.050147870749443935,0.044831203178983266,0.041030194805194806,0.05075715237970926,0.052543829362408576,0.047994698736300564
97,0.04444331204381013,0.038415298155875625,0.037747542603165665,0.04511753575114256,0.04306634516449733,0.0560186507936508,0.030924997246662346
98,0.052096424023516906,0.04987796927255751,0.046325481140090274,0.041512747485081,0.04177190159192448,0.04109555629147853,0.05314558559995665
99,0.05028125978270097,0.053384299831526816,0.0364265722264006,0.03828559276494732,0.054710643233578014,0.0510879240513902,0.04891606625258799
100,0.050424448701920276,0.04067322807911043,0.04289478189826655,0.050538552270828596,0.0478762834783036,0.04562810420287201,0.04308341291304679
101,0.04407017271653131,0.04279780701754386,0.03879214727996462,0.049519146990499974,0.05005804526355998,0.049919494145345536,0.05416559996198744
102,0.03903713658050419,0.056343918991318874,0.045554968470641846,0.04659539867296447,0.04709040774284196,0.054363673119722886,0.047612134413088446
103,0.049983494983094255,0.045517514430014436,0.03472009880111812,0.04436457728545964,0.04124839454556527,0.0446562555103173,0.05345202411107984
104,0.04662379895706289,0.05349434505915257,0.039964878060535954,0.04264628085364928,0.05031901336985804,0.05328493619467759,0.05197818032351281
105,0.044858944169579466,0.04963243648894965,0.03795742292212208,0.04747798267538761,0.0470061303300878,0.06183000382893607,0.05121325986534965
106,0.05054873688483784,0.04781684655479278,0.03692745500113921,0.05005075116713352,0.05007705246026016,0.05663508771929824,0.05078862876889193
107,0.043610558624135,0.040669938736051944,0.03775173678184262,0.042448472507025145,0.039027254294721155,0.04935781268058156,0.05227065073168855
108,0.04905732204746541,0.045080600343424246,0.030562585200504172,0.05958323443412452,0.04040600715424926,0.05646344620609495,0.0563262360446571
109,0.04032309123002601,0.05277802083752161,0.034173605805958754,0.04821223420264022,0.05328750362012915,0.04656279423191188,0.050565452617147
110,0.04430320936398969,0.047497837282600444,0.049466000227842345,0.05593780504913343,0.05340000063090319,0.0553293521012871,0.04578206874137215
111,0.053011642855656925,0.054124322169059005,0.041005043692118,0.04211084292728256,0.03956017335004177,0.05894414222314679,0.047872123015873014
112,0.04809677382961136,0.051602393038901996,0.04418251229484235,0.04251648628711592,0.044925863956566614,0.048585744774231616,0.04565864957577234
113,0.04041219542061676,0.05327462451418401,0.03480825358851675,0.04006237861811392,0.0390624287992709,0.05686256269530264,0.04596963072968222
114,0.055978482498516835,0.048593817975147904,0.04243830300582892,0.0444013703805841,0.03929221199748189,0.05005774787347156,0.04603058950853069
115,0.049471891098486875,0.046826605865978595,0.044129996582365,0.052968877686640846,0.03950221967574909,0.047537156502917365,0.05239984367160636
116,0.045497514185669885,0.046248742595124175,0.043192159335650224,0.04268709126984127,0.04489741752224085,0.057825750971631985,0.03894176065162907
117,0.039561392396356934,0.04369025860104808,0.05123588635049162,0.04439251242813885,0.046653302320165284,0.04463691029771592,0.05749564354727399
118,0.04815642232277527,0.05084052631578948,0.050442687084195026,0.05090433310110942,0.047005295007018826,0.05431872456300374,0.05787006508584295
119,0.04442609616718888,0.055304497657186445,0.041402223028799624,0.047383498700638293,0.04156293077837196,0.058575320922627426,0.05602477718360073
120,0.042825560333934275,0.05214580982313179,0.036209337291535436,0.05405029987270549,0.05782966042168895,0.047400717703349284,0.047922651337422836
121,0.04462685048405327,0.05285216932190616,0.034812799043062205,0.04930177221273365,0.04445142515379357,0.04850497265892002,0.049113038831093074
122,0.04652173761885079,0.04504109139828181,0.04235718038411537,0.03844040764790764,0.04067780740286545,0.04994070039082827,0.04602987967914439
123,0.04560370943326826,0.052055398411358166,0.03578442020244753,0.04277471874204228,0.04746387467496534,0.055485189088984185,0.04177345354808591
124,0.04741501877470356,0.0435535184717393,0.04545312362758015,0.04457520183567498,0.05493163764056347,0.05229057311840206,0.049111549391154655
125,0.048740186944342956,0.04348440656565657,0.04787609912462315,0.04256744009523926,0.058272321060731345,0.05176342251622236,0.05658317555767246
126,0.04873414259462887,0.04727656839727777,0.04761785734923607,0.04129707524157989,0.04069973494341916,0.041872113997114005,0.04822302043544691
127,0.05177713707843958,0.04288064505446394,0.03872238917306054,0.035839229336839626,0.05133774917462998,0.05037749662618084,0.05176169786096256
128,0.04866019110234414,0.04710087328899172,0.04775726383161266,0.04930509623709624,0.04680839029391661,0.04708297587678022,0.042521655408574915
129,0.05087248628925254,0.046309267740429504,0.043788250971631984,0.04615867794337299,0.04119065935784202,0.051019356628997904,0.05273051929599244
130,0.04921741904868008,0.047613167710944024,0.03939344167236273,0.04097527422996531,0.03852047161644685,0.050833562166285276,0.04259122348856331
131,0.04897691780289191,0.055226289682539675,0.043382906162464985,0.041824246359076084,0.03625940553254795,0.044539085280045035,0.04932273638229302
132,0.041819243525480373,0.043410018276917595,0.05079770321987057,0.059444034152822775,0.038755952380952384,0.04834993597761551,0.04954744593697683
133,0.049371281746031746,0.03584268170426065,0.043237418727979364,0.04124063519083256,0.05095358893557424,0.056139910650308246,0.04938722307104661
134,0.0542293008420673,0.05256288819875776,0.048338822909546594,0.04934921655071271,0.05067720470963505,0.05277155008733956,0.043747049441786284
135,0.04781880567394422,0.052411063442921034,0.04900656510242424,0.050907051720209616,0.056673977166624236,0.051072158617451555,0.05653603464771943
136,0.05012765583945041,0.050987505450831604,0.03069243972230041,0.041457703115597856,0.04930669164594996,0.04784332512770728,0.05519421372494633
137,0.05823768261562999,0.04635444571768101,0.03452262094630516,0.04474316874405264,0.03412712726655047,0.05555756340397611,0.04306143115140793
138,0.04635478756385365,0.04835459323660815,0.042950893534551324,0.037023656648013895,0.042984958133971296,0.04474777864044168,0.05191873623452571
139,0.045906657733688454,0.05433878446115288,0.04172467646388699,0.04349450414573984,0.05565854194309303,0.05134861354638243,0.04381572903379506
140,0.04715780725677831,0.03965560260946484,0.049128414265921336,0.046133489087022375,0.03544014183233796,0.05863063575586257,0.05097935895889457
141,0.045002138280410976,0.03958370044987693,0.04261566727240096,0.04320281756642051,0.055045038547455606,0.048638354464592845,0.05284710923194602
142,0.04856764855627664,0.05383620827843655,0.05097172441561744,0.04054936218593255,0.04947329810712163,0.05475748177261336,0.051071058798181225
143,0.052289978556015713,0.04677548510313216,0.04538166611939832,0.054927221585603946,0.037460099949070534,0.049563316881776634,0.04903972244608266
144,0.04459894690324295,0.04653256046076984,0.04780156331671424,0.06314643239113829,0.04689303200165025,0.047915102177234534,0.0440467786726368
145,0.04681464769575745,0.049741728052014086,0.050443872180451134,0.05135302642242667,0.041759824970351286,0.06358024681268389,0.04394063663168617
146,0.052925552268352036,0.04187277870235537,0.04767032439125015,0.054768269853985016,0.048933842181210614,0.0339972582972583,0.042190094127242464
147,0.052558516745828766,0.04939737335942351,0.040475,0.04012034313725491,0.04364217850776675,0.05460603456570949,0.050421114740522646
148,0.050557216514679516,0.044122399183652385,0.044508364293085655,0.04019574229691877,0.04492280598030766,0.054576978554753165,0.05322337057171154
149,0.0531190528131924,0.04761585839598998,0.038285513024986714,0.04811736842105263,0.047315632776236495,0.05107246156621157,0.047681320959517895
150,0.05517971307055518,0.04923635013044119,0.03596832824038707,0.05510311004784689,0.040243733107278,0.05635816178145899,0.0562308069639339
151,0.04484389761221041,0.051647205094422485,0.046641414532320104,0.044864884778963735,0.04732918588054458,0.04929327852491805,0.05232953406242881
152,0.046452644622920945,0.054586296417291,0.042930378386532485,0.04693912957527508,0.044857821616789015,0.047649593100398055,0.054262282600440505
153,0.05283864041221936,0.04478292445127972,0.02819605706508385,0.04018325923892892,0.043981269684421856,0.049936431080996296,0.05018953654188948
154,0.04463956897405428,0.05937459549730717,0.04215494227994228,0.04411282654924532,0.04619494190020506,0.058334829200039726,0.054173054837356883
155,0.04923255496985217,0.05534156223893068,0.03835116092272843,0.049607886234030396,0.04506660497927762,0.049517769423558906,0.053735850670619825
156,0.04455512353123886,0.04329904738401844,0.04018788633503469,0.04991832140468751,0.042814628194527235,0.06151832590612003,0.04884241117886242
157,0.05222333831256887,0.043744501547987626,0.04383540955387772,0.043286986279200676,0.0482685886748084,0.06058491851285969,0.054865764790764784
158,0.048205423287496815,0.04719717899822019,0.044837107563821595,0.04793731540874099,0.04640027247723859,0.04644503878474467,0.0443195481401983
159,0.05134113621807044,0.051910136366938434,0.0362767542225128,0.04031420241416725,0.04857130585609183,0.05926392973286567,0.05210068786095675
160,0.052934616085061725,0.03805562871081448,0.0392181643726071,0.04721809788508704,0.0501112967076783,0.0590662227419572,0.044161908253350576
161,0.0476992651775189,0.046451316889837564,0.04104213896483634,0.04687311441336815,0.04298587687103132,0.05593679573070474,0.04381255213131643
162,0.05479136134918984,0.05119029695450748,0.05439025026087417,0.04536568083756629,0.04278981284733573,0.050407805561722654,0.04805227743271222
163,0.04259421209346209,0.05062464298558339,0.04157099102887062,0.05125233519404573,0.04323962368041316,0.0552358847886981,0.0523654893574516
164,0.05726393921051429,0.0408720994473998,0.04153760240522254,0.04423686274509804,0.0473006261701685,0.052298825271735495,0.044241137956881664
165,0.05169977198912411,0.04385943029364857,0.04094121265731173,0.06126185853362324,0.05295772292517313,0.03854721990470829,0.048192984913263556
166,0.050411262812829184,0.05022129574886609,0.047080222180565436,0.05272537205021388,0.05052478438743918,0.04871855130249867,0.04934450935061633
167,0.04846009213064777,0.05391374358355783,0.04393507883674931,0.04300736656218551,0.041251202118389826,0.046514800481596154,0.04902253907942762
168,0.04280080374580662,0.05966686753648829,0.05841161904761906,0.04621208274797671,0.04403391168963252,0.045784823131804556,0.052973690191387555
169,0.052647634624104836,0.04257732601431114,0.04592732378954634,0.05000246833321777,0.04695866566653011,0.0499394517667687,0.05911951640877557
170,0.0446567615629984,0.049600153961105974,0.04348227458031267,0.03964484004127967,0.051302275758129345,0.04838664162634751,0.04248132022597286
171,0.04722695804584749,0.04196390756302522,0.046583017676767674,0.03775160226405937,0.04780102439699963,0.046974303099646356,0.051065345395768735
172,0.04340891327768566,0.0478715280625807,0.04407999734183945,0.03872041105728749,0.052636580086580086,0.048736885026737974,0.05325199502379137
173,0.049026086790042736,0.04666252538460777,0.0404817888471178,0.05747980263157896,0.05234589556038928,0.053598174094996856,0.05102176869409438
174,0.0434346496350994,0.0555877207404701,0.05002274493876324,0.045281404443061474,0.05394745439982013,0.0446627380952381,0.052788359881432635
175,0.057469361810322916,0.05119232232494701,0.0409460379568234,0.04276962415921226,0.044317740429505134,0.04610519530050423,0.04694380120261127
176,0.03877040495267827,0.0631878631601382,0.03835585308379645,0.05601113222003316,0.050712443245795644,0.04503659842274057,0.0439052193390358
177,0.0484217794991844,0.057794166511663955,0.05078534441049146,0.044884109713386036,0.041068910129407846,0.0490712535125693,0.044509670307190906
178,0.052272109884151985,0.04574228879593582,0.03904956066637181,0.0481103034017851,0.039648070175438595,0.04655313124053449,0.048596665907192235
179,0.04669995220862355,0.04983843894320782,0.048214442479717075,0.04386432460960092,0.04836952831534539,0.04805529239766082,0.047279220779220775
180,0.045484305074279904,0.05244611565144747,0.03703474472626579,0.06044580303030304,0.04483320210061696,0.046888647029299194,0.05008430595593068
181,0.0564010757911679,0.04814603247248556,0.03756352834490706,0.05250877436461028,0.05099912146676853,0.05601260575905004,0.044034731668026864
182,0.044971794677379086,0.045500041697574954,0.03617207430340556,0.04708084025494256,0.04622636800334169,0.051592261904761905,0.044384003515142975
183,0.04964106851250602,0.04925479420476325,0.03591548089373049,0.050326775983398006,0.046064662366618894,0.05191096422394629,0.05339857268335528
184,0.0488057403446227,0.04641294071976617,0.04095680846930847,0.03321321262448534,0.04862151570048309,0.050675497614793785,0.05055528420854507
185,0.05212267218824983,0.0500080214923498,0.044661250664540145,0.04071426710303426,0.044610053352444654,0.056942435221783064,0.05068384502923976
186,0.04798452800006189,0.05639840715920236,0.04437039266892527,0.04779467395092009,0.05031003177968366,0.054203825405760395,0.04938034100402522
187,0.043470777482922995,0.042309702911467614,0.03954003189792664,0.047247837226375725,0.052616632490316693,0.05272587307997188,0.047351801853117645
188,0.04506147599817959,0.05436008409576994,0.046325022114108806,0.04266553736118954,0.04291505847953217,0.05371044649570528,0.05279007936507936
189,0.05001491406546671,0.057824875759887207,0.05193130804953561,0.0392586352244247,0.05047794351073763,0.05628811378306264,0.061780167748917744
190,0.041449188568010935,0.041256408920270146,0.05503724125655046,0.046616011226625044,0.04314846715355583,0.053344662182465384,0.055985101010101
191,0.04917012117019548,0.047898235068072025,0.04429358104243015,0.03938997113997114,0.042869357393813916,0.05477125402633143,0.05009780613497046
192,0.051106800318979274,0.03545702368958124,0.027557027158689563,0.04167850994464772,0.04917587082679962,0.04035839811203589,0.049779636358391915
193,0.0518957383548385,0.042701107424455126,0.03634219804626656,0.05004791528635586,0.04523752742630233,0.0540171111000395,0.05253529167023581
194,0.04625288873184667,0.042108083443903876,0.043558035276033996,0.04479317808685086,0.0384881585357255,0.04415235453587857,0.052919230980652446
195,0.05471570402312972,0.04692613678537778,0.03711200553832133,0.04449421261487051,0.04370281047087027,0.05078414074960128,0.06068787872596511
196,0.055304114005575535,0.047041663079800955,0.04158195616555338,0.05490346446713723,0.04261780049184226,0.05429507359648026,0.0505630356193514
197,0.04928663322075243,0.054946936090225565,0.03716524596070313,0.0517481795005932,0.04558267923354073,0.049646152518978616,0.0455560639287613
198,0.05257227212580684,0.05883453557312253,0.045202029952331815,0.05406010101010102,0.033166052606813476,0.048888318930997966,0.037645153368191464
199,0.05349663173569824,0.04195903594989761,0.03879997947743691,0.050015454644516434,0.041521913788093424,0.05481070032478702,0.040222002449305086
200,0.05005894862155389,0.04561439091038634,0.04671285967846037,0.04667113204133329,0.04920107323232324,0.033821978687806856,0.057905045238559175
201,0.05310153537830083,0.056768578665916135,0.04097129521665126,0.04920100250626567,0.0430444095378306,0.043923232038429405,0.04383340880610618
202,0.04988799790098066,0.0399621383002962,0.05571265898703979,0.04353775997965929,0.04294111177565125,0.04543114109359852,0.05631879442367058
203,0.05288935977764926,0.04415726042378673,0.04093036721414868,0.04988103408029878,0.0347110328268223,0.05289995732083832,0.04966504708741551
204,0.044058706222934195,0.04242376596571643,0.04527857047922837,0.04147780278119153,0.05110653674894824,0.04854661084529506,0.05232078549469854
205,0.045514769822282974,0.06431486365782704,0.03979156545209177,0.04685501372832609,0.03817950633117126,0.05476040417099241,0.04571056808688388
206,0.04834557988801928,0.05090463192852899,0.04038017206223728,0.043568122529644274,0.046897491931555235,0.04523045159399312,0.04228380722304871
207,0.04830665606980328,0.049071164728990826,0.046720445052024,0.041249699520540486,0.050110868006449504,0.032423182454800095,0.049846341247649466
208,0.054503859070753814,0.052133665413533835,0.0388416393255867,0.05504442052099947,0.04937003364899112,0.060059079597097845,0.050773134931803666
209,0.048642307529897746,0.0394052195706658,0.05090778271436167,0.04119095436801724,0.04222397677644667,0.06550572955726913,0.05193703121439963
210,0.04554582202274849,0.045162449126381024,0.03666537013234667,0.047823569812540406,0.03550237732011187,0.05033397106849119,0.05279162024840447
211,0.05305700540054313,0.04964335038363172,0.04979658490346419,0.044144843207375176,0.043006897183670637,0.04925991427432218,0.04842257506855628
212,0.05858523800505051,0.05191879177109441,0.04356275060131535,0.03850422999634637,0.04914914179387863,0.050177830940988835,0.06511409458428681
